,title,rating,pick_or_not,byline,headline,pub_date,open_date
2623,"Hey, Happy!",,0,Dave Kehr,"Hey, Happy! (Movie)",2002-01-25,
2624,Waydowntown,R,0,Stephen Holden,Waydowntown (Movie),2002-01-25,
2625,Beyond the Ocean,,0,Elvis Mitchell,Beyond the Ocean (Movie),2002-01-24,
2626,State Property,R,0,A. O. Scott,State Property (Movie)  ,2002-01-19,2002-01-18
2627,Snow Dogs,PG,0,A. O. Scott,Snow Dogs (Movie)  ,2002-01-18,2002-01-18
2628,Time of Favor,,0,Stephen Holden,Time of Favor (Movie),2002-01-18,
2629,The Farewell,,0,Stephen Holden,"Farewell, The (Movie)",2002-01-16,
2630,Orange County,,0,A. O. Scott,Orange County (Movie)  ,2002-01-11,2003-08-05
2631,Escape to Life: The Erika and Klaus Mann Story,,0,Stephen Holden,Escape to Life (Documentary Film),2002-01-11,
2632,e-Dreams,,0,A. O. Scott,E-Dreams (Documentary Film),2002-01-11,
2633,Eban and Charley,,0,Elvis Mitchell,Eban and Charley (Movie),2002-01-11,
2634,Brotherhood of the Wolf,R,0,Elvis Mitchell,Brotherhood of the Wolf (Movie)  ,2002-01-11,2002-02-01
2635,One of the Hollywood Ten,,0,Stephen Holden,One of the Hollywood 10 (Movie)  ,2002-01-11,
2636,Impostor,R,0,A. O. Scott,Imposter (Movie),2002-01-04,2002-01-04
2637,Eisenstein,,0,Stephen Holden,Eisenstein (Movie),2002-01-02,
2638,Lush,R,0,Anita Gates,Lush (Movie),2001-12-31,
2639,I Am Sam,PG-13,0,A. O. Scott,I Am Sam (Movie),2001-12-28,2002-01-25
2640,Black Hawk Down,R,0,Elvis Mitchell,Black Hawk Down (Movie),2001-12-28,2002-01-18
2641,Charlotte Gray,PG-13,0,Stephen Holden,Charlotte Gray (Movie),2001-12-28,2002-01-11
2642,The Dark Blue World,R,0,Elvis Mitchell,Dark Blue World (Movie),2001-12-28,
2643,Monster's Ball,R,1,A. O. Scott,Monster's Ball (Movie) ,2001-12-26,2002-03-01
2644,Gosford Park,,1,Stephen Holden,Gosford Park (Movie) ,2001-12-26,2002-01-18
2645,Ali,R,1,Elvis Mitchell,Ali (Movie) ,2001-12-25,2001-12-25
2646,The Shipping News,R,0,Stephen Holden,"Shipping News, the (Movie)",2001-12-25,2002-01-18
2647,Kate & Leopold,PG-13,0,Stephen Holden,Kate and Leopold (Movie),2001-12-25,2001-12-25
2648,Behind the Sun,R,1,A. O. Scott,Behind the Sun (Movie),2001-12-21,2002-09-07
2649,Joe Somebody,PG,0,Stephen Holden,Joe Somebody (Movie),2001-12-21,2001-12-21
2650,How High,R,0,Stephen Holden,How High (Movie),2001-12-21,2001-12-21
2651,The Majestic,PG,0,Elvis Mitchell,"Majestic, the (Movie)",2001-12-21,2001-12-21
2652,A Beautiful Mind,PG-13,0,A. O. Scott,"Beautiful Mind, A (Movie)",2001-12-21,2002-01-04
2653,Jimmy Neutron: Boy Genius,G,0,A. O. Scott,Jimmy Neutron: Boy Genius (Animated Film),2001-12-21,2001-12-21
2654,The Lord of the Rings: The Fellowship of the Ring,PG-13,1,Elvis Mitchell,"Lord of the Rings, the (Movies) ",2001-12-19,2001-12-19
2655,Little Otik,,0,Elvis Mitchell,Little Otik (Movie),2001-12-19,
2656,Lantana,R,1,A. O. Scott,Lantana (Movie) ,2001-12-14,2002-03-08
2657,Kandahar,,0,Elvis Mitchell,Kandahar (Movie),2001-12-14,2002-02-01
2658,Iris,R,0,Elvis Mitchell,Iris (Movie),2001-12-14,2002-03-29
2659,Not Another Teen Movie,R,0,A. O. Scott,Not Another Teen Movie (Movie),2001-12-14,2001-12-14
2660,Vanilla Sky,R,0,Stephen Holden,Vanilla Sky (Movie),2001-12-14,2001-12-14
2661,Second Skin,Not Rated,0,A. O. Scott,Second Skin (Movie),2001-12-14,
2662,Pinero,R,1,Stephen Holden,Pinero (Movie) ,2001-12-13,
2663,"As I Was Moving Ahead, Occasionally I Saw Brief Glimpses of Beauty",,0,Elvis Mitchell,As I Was Moving Ahead (Movie),2001-12-12,
2664,Sobrevivire,,0,Dave Kehr,I Will Survive (Movie),2001-12-08,
2665,No Man's Land,R,1,Stephen Holden,No Man's Land (Movie)  ,2001-12-07,
2666,The Business of Strangers,R,1,Stephen Holden,"Business of Strangers, The (Movie)  ",2001-12-07,2001-12-21
2667,Ocean's Eleven,PG-13,1,Elvis Mitchell,Ocean's Eleven (Movie)  ,2001-12-07,2001-12-07
2668,Princesa,Not Rated,0,A. O. Scott,Princesa (Movie)  ,2001-12-07,
2669,Final,R,0,A. O. Scott,Final (Movie)  ,2001-12-07,
2670,In July,,0,A. O. Scott,In July (Movie),2001-12-07,
2671,Tuvalu,,0,Stephen Holden,Tuvalu (Movie),2001-12-07,
2672,B-52,,0,Elvis Mitchell,B-52 (Documentary Film),2001-12-05,
2673,Texas Rangers,PG-13,0,A. O. Scott,Texas Rangers (Movie)  ,2001-12-01,2001-11-30
2674,The Affair of the Necklace,R,0,A. O. Scott,"Affair of the Necklace, The (Movie)",2001-11-30,2001-12-07
2675,ABCD,Not Rated,0,Stephen Holden,ABCD (Movie),2001-11-30,
2676,The Independent,R,0,Stephen Holden,"Independent, The (Movie)",2001-11-30,
2677,Behind Enemy Lines,PG-13,0,Stephen Holden,Behind Enemy Lines (Movie)  ,2001-11-30,2001-11-30
2678,In the Bedroom,R,1,Stephen Holden,In the Bedroom (Movie)  ,2001-11-23,2002-02-08
2679,Jung (War) in the Land of the Mujaheddin,,0,A. O. Scott,Jung (War) in the Land of the Mujahedeen (Movie),2001-11-23,
2680,Bangkok Dangerous,R,0,Dave Kehr,Bangkok Dangerous (Movie)  ,2001-11-23,
2681,The Devil's Backbone,R,1,A. O. Scott,"Devil's Backbone, the (Movie) ",2001-11-21,
2682,The Way We Laughed,,1,Stephen Holden,"Way We Laughed, the (Movie) ",2001-11-21,
2683,Spy Game,R,0,A. O. Scott,Spy Game (Movie)  ,2001-11-21,2001-11-21
2684,Black Knight,PG-13,0,Stephen Holden,Black Knight (Movie)  ,2001-11-21,2001-11-21
2685,Out Cold,PG-13,0,Dave Kehr,Out Cold (Movie)  ,2001-11-21,2001-11-21
2686,Sidewalks of New York,R,0,A. O. Scott,Sidewalks of New York (Movie)  ,2001-11-21,2001-11-30
2687,Bombay Eunuch,,0,Stephen Holden,Bombay Eunuch (Movie)  ,2001-11-16,
2688,The Fluffer,R,0,A. O. Scott,"Fluffer, The (Movie)",2001-11-16,
2689,Harry Potter and the Sorcerer's Stone,,0,Elvis Mitchell,Harry Potter and the Sorcerer's Stone (Movie),2001-11-16,2001-11-16
2690,Novocaine,R,0,A. O. Scott,Novocaine (Movie)  ,2001-11-16,2001-12-14
2691,Auggie Rose,R,0,Elvis Mitchell,Auggie Rose (Movie)  ,2001-11-16,
2692,The Simian Line,R,0,Stephen Holden,"Simian Line, The (Movie)  ",2001-11-16,
2693,The Wash,R,0,Elvis Mitchell,"Wash, The (Movie)",2001-11-15,2001-11-14
2694,Shallow Hal,PG-13,1,A. O. Scott,Shallow Hal (Movie)  ,2001-11-09,2001-11-09
2695,Heist,R,1,A. O. Scott,Heist (Movie)  ,2001-11-09,2001-11-09
2696,I Remember Me,,0,Stephen Holden,I Remember Me (Documentary Film),2001-11-09,
2697,Shackleton's Antarctic Adventure,,0,Dave Kehr,Shackleton's Antarctic Adventure (Documentary Film),2001-11-09,2001-02-10
2698,Maze,R,0,Elvis Mitchell,Maze (Movie),2001-11-09,
2699,Everything Put Together,R,0,Stephen Holden,Everything Put Together (Movie)  ,2001-11-09,
2700,Otomo,,0,Elvis Mitchell,Otomo (Movie),2001-11-07,
2701,Amelie,R,1,Elvis Mitchell,Amelie (Movie) ,2001-11-02,2002-02-08
2702,"Monsters, Inc.",,1,Elvis Mitchell,"Monsters, Inc (Movie)  ",2001-11-02,2001-11-02
2703,The One,PG-13,0,Stephen Holden,"One, The (Movie)  ",2001-11-02,2001-11-02
2704,Domestic Disturbance,PG-13,0,A. O. Scott,Domestic Disturbance (Movie)  ,2001-11-02,2001-11-02
2705,Happenstance,R,0,A. O. Scott,Happenstance (Movie),2001-11-02,
2706,Citizen Toxie: The Toxic Avenger Part IV,R,0,Stephen Holden,Citizen Toxie: The Toxic Avenger IV (Movie)  ,2001-11-02,
2707,Punks,R,0,A. O. Scott,Punks (Movie)  ,2001-11-02,
2708,Mysterious Object at Noon,,0,Elvis Mitchell,Mysterious Object at Noon (Movie),2001-11-01,
2709,The Man Who Wasn't There,R,1,A. O. Scott,"Man Who Wasn't There, the (Movie)  ",2001-10-31,2001-11-16
2710,The Town is Quiet,,1,Stephen Holden,"Town Is Quiet, The (Movie) ",2001-10-26,
2711,On the Line,PG,0,Stephen Holden,On the Line (Movie)  ,2001-10-26,2001-10-26
2712,K-Pax,PG-13,0,A. O. Scott,K-Pax (Movie)  ,2001-10-26,2001-10-26
2713,Life As A House,R,0,Stephen Holden,Life As A House (Movie)  ,2001-10-26,2001-11-09
2714,History Lessons,,0,Dave Kehr,History Lessons (Movie)  ,2001-10-26,
2715,Donnie Darko,R,0,Elvis Mitchell,Donnie Darko (Movie)  ,2001-10-26,2001-10-26
2716,Thirteen Ghosts,R,0,Elvis Mitchell,Thirteen Ghosts (Movie),2001-10-26,2001-10-26
2717,Better Than Sex,R,0,A. O. Scott,Better Than Sex (Movie)  ,2001-10-26,
2718,Ouch!,,0,A. O. Scott,Ouch! (Movie)  ,2001-10-26,
2719,Ginger Snaps,Not Rated,0,Dave Kehr,Ginger Snaps (Movie)  ,2001-10-26,
2720,Kill by Inches,Not Rated,0,Dave Kehr,Kill by Inches (Movie),2001-10-26,
2721,Mysteries of Egypt,,0,A. O. Scott,Mysteries of Egypt (Documentary Film),2001-10-26,1998-08-21
2722,Trembling Before G-d,,0,Elvis Mitchell,Trembling Before G-d (Movie)  ,2001-10-24,
2723,A Chronicle of Corpses,,0,Dave Kehr,"Chronicle of Corpses, A (Movie)",2001-10-24,2000-03-24
2724,Bones,R,0,Stephen Holden,Bones (Movie)  ,2001-10-24,2001-10-24
2725,Riding in Cars With Boys,PG-13,1,Stephen Holden,Riding in Cars With Boys (Movie)  ,2001-10-19,2001-10-19
2726,From Hell,R,1,Elvis Mitchell,From Hell (Movie)  ,2001-10-19,2001-10-19
2727,Cool and Crazy,,0,Dave Kehr,Cool & Crazy (Movie)  ,2001-10-19,
2728,The Last Castle,R,0,Elvis Mitchell,"Last Castle, The (Movie)",2001-10-19,2001-10-19
2729,The Endurance: Shackleton's Legendary Antarctic Expedition,G,0,A. O. Scott,"Endurance, The: Shackleton's Legendary Antarctic Expedition (Book",2001-10-19,2001-12-21
2730,Focus,PG-13,0,Stephen Holden,Focus (Movie),2001-10-19,
2731,Dancing At the Blue Iguana,R,0,Stephen Holden,Dancing at the Blue Iguana (Movie)  ,2001-10-19,
2732,Berlin Babylon,,0,Elvis Mitchell,Berlin Babylon (Movie)  ,2001-10-17,
2733,All About Lily Chou-Chou,,0,Elvis Mitchell,All About Lily Chou-Chou (Movie)  ,2001-10-13,
2734,In Praise of Love,PG,0,A. O. Scott,In Praise of Love (Movie)  ,2001-10-13,
2735,Waking Life,R,1,Stephen Holden,Waking Life (Movie)  ,2001-10-12,2001-11-16
2736,The Son's Room,R,1,Stephen Holden,"Son's Room, The (Movie) ",2001-10-12,
2737,Grateful Dawg,PG-13,0,Lawrence Van Gelder,Grateful Dawg (Documentary Film),2001-10-12,
2738,Corky Romano,PG-13,0,Dave Kehr,Corky Romano (Movie)  ,2001-10-12,2001-10-12
2739,The American Astronaut,,0,Elvis Mitchell,"American Astronaut, The (Movie)  ",2001-10-12,
2740,Bandits,PG-13,0,Elvis Mitchell,Bandits (Movie)  ,2001-10-12,2001-10-12
2741,"Jails, Hospitals & Hip Hop",R,0,Dave Kehr,"Jails, Hospitals and Hip-Hop (Movie)",2001-10-12,
2742,My First Mister,R,0,Lawrence Van Gelder,My First Mister (Movie)  ,2001-10-12,2001-10-26
2743,The Operator,R,0,Stephen Holden,"Operator, The (Movie)",2001-10-12,
2744,Yana's Friends,,0,Lawrence Van Gelder,Yana's Friends (Movie)  ,2001-10-12,
2745,The Iron Monkey,PG-13,0,Dave Kehr,Iron Monkey (Movie),2001-10-12,2001-10-12
2746,Intimacy,Not Rated,0,Elvis Mitchell,Intimacy (Movie)  ,2001-10-11,
2747,Werckmeister Harmoniak,,0,Lawrence Van Gelder,Werckmeister Harmonies (Movie),2001-10-10,
2748,Baran,PG,1,A. O. Scott,Baran (Movie)  ,2001-10-09,
2749,A Ma Soeur!,Not Rated,0,Stephen Holden,Fat Girl (Movie),2001-10-08,
2750,Mulholland Drive,R,1,Stephen Holden,Mulholland Drive (Movie)  ,2001-10-06,2001-10-19
2751,Silence... on tourne,,0,A. O. Scott,Silence...We're Rolling (Movie)  ,2001-10-06,
2752,The Lady and the Duke,PG-13,1,A. O. Scott,"Lady and the Duke, The (Movie) ",2001-10-05,
2753,Stockpile,,0,Dave Kehr,Stockpile: The New Nuclear Menace (Movie)  ,2001-10-05,
2754,Chop Suey,Not Rated,0,Dave Kehr,Chop Suey (Movie)  ,2001-10-05,
2755,Max Keeble's Big Move,,0,Lawrence Van Gelder,Max Keeble's Big Move (Movie)  ,2001-10-05,2001-10-05
2756,The Royal Tenenbaums,R,0,A. O. Scott,"Royal Tenenbaums, the (Movie)  ",2001-10-05,2002-01-04
2757,Serendipity,PG-13,0,Elvis Mitchell,Serendipity (Movie)  ,2001-10-05,2001-10-05
2758,Joy Ride,R,0,A. O. Scott,Joy Ride (Movie)  ,2001-10-05,2001-10-05
2759,The Strange Case of Senor Computer,,0,Dave Kehr,"Strange Case of Senor Computer, The (Movie)  ",2001-10-05,
2760,Training Day,R,0,Elvis Mitchell,Training Day (Movie)  ,2001-10-05,2001-10-05
2761,Time Out,PG-13,0,Stephen Holden,Time Out (Movie),2001-10-03,
2762,Italian for Beginners ,R,0,Stephen Holden,Italian for Beginners (Movie),2001-10-02,2002-05-10
2763,The Swamp,R,0,Stephen Holden,"Cienaga, La (Movie)",2001-10-01,
2764,Storytelling,Not Rated,1,A. O. Scott,Storytelling (Movie)  ,2001-09-29,
2765,Warm Water Under a Red Bridge,,0,Elvis Mitchell,Warm Water Under a Red Bridge (Movie)  ,2001-09-29,
2766,I'm Going Home,,0,Stephen Holden,I'm Going Home (Movie),2001-09-29,
2767,Won't Anybody Listen,,0,Dave Kehr,Won't Anybody Listen (Movie)  ,2001-09-29,2001-09-28
2768,What Time Is It There?,Not Rated,0,Elvis Mitchell,What Time Is It There? (Movie)  ,2001-09-29,
2769,Who Knows?,PG-13,1,Elvis Mitchell,Va Savoir (Movie)  ,2001-09-28,
2770,Zoolander,R,1,Elvis Mitchell,Zoolander (Movie)  ,2001-09-28,2001-09-28
2771,Don't Say A Word,R,0,A. O. Scott,Don't Say A Word (Movie)  ,2001-09-28,2001-09-28
2772,Hearts in Atlantis,PG-13,0,Stephen Holden,Hearts in Atlantis (Movie)  ,2001-09-28,2001-09-28
2773,The Season of Men,,0,Stephen Holden,"Season of Men, The (Movie)",2001-09-28,
2774,Born Romantic,R,0,A. O. Scott,Born Romantic (Movie)  ,2001-09-28,
2775,Diamond Men,R,0,Stephen Holden,Diamond Men (Movie)  ,2001-09-28,
2776,Texas Night Train,,0,Lawrence Van Gelder,Texas Night Train (Movie)  ,2001-09-21,
2777,Go Tigers!,R,0,Stephen Holden,Go Tigers! (Movie)  ,2001-09-21,
2778,Vampire Hunter D: Bloodlust,R,0,Dave Kehr,Vampire Hunter D: Bloodlust (Movie)  ,2001-09-21,2001-09-28
2779,"God, Sex & Apple Pie",R,0,Dave Kehr,"God, Sex & Apple Pie (Movie)  ",2001-09-21,
2780,Glitter,PG-13,0,Lawrence Van Gelder,Glitter (Movie)  ,2001-09-21,2001-09-21
2781,Children Underground,,0,Stephen Holden,Children Underground (Movie)  ,2001-09-19,
2782,The Glass House,PG-13,0,A. O. Scott,"Glass House, The (Movie)",2001-09-15,2001-09-14
2783,Hardball,PG-13,0,Stephen Holden,Hardball (Movie)  ,2001-09-15,2001-09-14
2784,Haiku Tunnel,R,0,Stephen Holden,Haiku Tunnel (Movie)  ,2001-09-14,
2785,A Trial in Prague,,0,A. O. Scott,"Trial in Prague, A (Movie)",2001-09-14,2001-09-14
2786,China: the Panda Adventure,,0,A. O. Scott,China: The Panda Adventure (Movie)  ,2001-09-14,2001-06-09
2787,Kill Me Later,R,0,Stephen Holden,Kill Me Later (Movie)  ,2001-09-14,2001-09-14
2788,Always a Bridesmaid,,0,Lawrence Van Gelder,Always a Bridesmaid (Movie)  ,2001-09-13,
2789,Tell Me Something,R,0,A. O. Scott,Tell Me Something (Movie)  ,2001-09-12,
2790,Soul Survivors,PG-13,0,Lawrence Van Gelder,Soul Survivors (Movie)  ,2001-09-11,2001-09-07
2791,Our Lady of the Assassins,R,1,Stephen Holden,Our Lady of the Assassins (Movie)  ,2001-09-07,
2792,Two Can Play That Game,R,0,A. O. Scott,Two Can Play That Game (Movie)  ,2001-09-07,2001-09-07
2793,The Iron Ladies,Not Rated,0,Stephen Holden,"Iron Ladies, The (Movie)",2001-09-07,
2794,The Musketeer,PG-13,0,Stephen Holden,"Musketeer, The (Movie)",2001-09-07,2001-09-07
2795,Bounce: Behind the Velvet Rope,,0,Dave Kehr,Bounce: Beyond the Velvet Rope (Movie)  ,2001-09-07,2001-09-07
2796,A Matter of Taste,,0,Stephen Holden,"Matter of Taste, A (Movie)",2001-09-07,
2797,Vengo,,0,Dave Kehr,Vengo (Movie)  ,2001-09-07,
2798,Rock Star,R,0,A. O. Scott,Rock Star (Movie)  ,2001-09-07,2001-09-07
2799,Djomeh,,0,A. O. Scott,Djomeh (Movie)  ,2001-09-05,
2800,Jeepers Creepers,R,0,Stephen Holden,Jeepers Creepers (Movie)  ,2001-08-31,2001-08-31
2801,Tortilla Soup,PG-13,0,Elvis Mitchell,Tortilla Soup (Movie)  ,2001-08-31,2001-08-31
2802,O,R,0,Elvis Mitchell,O (Movie),2001-08-31,2001-08-31
2803,Fighter,,0,Stephen Holden,Fighter (Documentary Film) ,2001-08-24,2001-08-24
2804,Jay and Silent Bob Strike Back,R,0,Elvis Mitchell,Jay and Silent Bob Strike Back (Movie)  ,2001-08-24,2001-08-24
2805,The Bubble Boy,PG-13,0,Elvis Mitchell,Bubble Boy (Movie)  ,2001-08-24,2001-08-24
2806,The Curse of the Jade Scorpion,PG-13,0,A. O. Scott,"Curse of the Jade Scorpion, the (Movie)  ",2001-08-24,2001-08-24
2807,Summer Catch,PG-13,0,Lawrence Van Gelder,Summer Catch (Movie)  ,2001-08-24,2001-08-24
2808,John Carpenter's Ghosts Of Mars,R,0,Elvis Mitchell,Ghosts of Mars (Movie),2001-08-24,2001-08-24
2809,Happy Accidents,R,0,Stephen Holden,Happy Accidents (Movie)  ,2001-08-24,
2810,Maybe Baby,R,0,Stephen Holden,Maybe Baby (Movie)  ,2001-08-24,2001-08-24
2811,Together,R,0,Dave Kehr,Together (Movie)  ,2001-08-24,2001-09-21
2812,Lisa Picard Is Famous,PG-13,0,Stephen Holden,Lisa Picard Is Famous (Movie),2001-08-22,
2813,Innocence,R,0,Elvis Mitchell,Innocence (Movie)  ,2001-08-17,2001-11-09
2814,Rat Race,PG-13,0,Elvis Mitchell,Rat Race (Movie)  ,2001-08-17,2001-08-17
2815,American Outlaws,PG-13,0,Elvis Mitchell,American Outlaws (Movie)  ,2001-08-17,2001-08-17
2816,Hamlet,,0,Stephen Holden,Hamlet (Movie),2001-08-17,2000-12-10
2817,Brooklyn Babylon,R,0,Dave Kehr,Brooklyn Babylon (Movie)  ,2001-08-17,2001-08-17
2818,Captain Corelli's Mandolin,R,0,Stephen Holden,Captain Corelli's Mandolin (Movie)  ,2001-08-17,2001-08-17
2819,Aberdeen,,0,Stephen Holden,Aberdeen (Movie)  ,2001-08-17,
2820,The Turandot Project,,0,A. O. Scott,"Turandot Project, The (Movie)",2001-08-10,
2821,Session 9,R,0,Dave Kehr,Session 9 (Movie)  ,2001-08-10,
2822,American Pie 2,R,0,A. O. Scott,American Pie 2 (Movie)  ,2001-08-10,2001-08-10
2823,All Over the Guy,R,0,Dave Kehr,All Over the Guy (Movie)  ,2001-08-10,
2824,The Others,PG-13,0,A. O. Scott,"Others, the (Movie)  ",2001-08-10,2001-08-10
2825,American Rhapsody,,0,Dave Kehr,"American Rhapsody, An (Movie)  ",2001-08-10,
2826,Osmosis Jones,PG,0,Elvis Mitchell,Osmosis Jones (Movie)  ,2001-08-10,2001-08-10
2827,The Deep End,,1,Elvis Mitchell,"Deep End, the (Movie)",2001-08-08,2001-08-31
2828,Audition,Not Rated,1,Elvis Mitchell,Audition (Movie),2001-08-08,
2829,Rush Hour 2,PG-13,0,A. O. Scott,Rush Hour 2 (Movie)  ,2001-08-03,2001-08-03
2830,Thomas in Love,Not Rated,0,Dave Kehr,Thomas In Love (Movie),2001-08-03,
2831,The Princess Diaries,G,0,Elvis Mitchell,"Princess Diaries, The (Movie)",2001-08-03,2001-08-03
2832,Original Sin,Not Rated,0,Elvis Mitchell,Original Sin (Movie)  ,2001-08-03,2001-08-03
2833,Under the Sun,,0,Elvis Mitchell,Under the Sun (Movie),2001-08-03,
2834,Cure,,0,A. O. Scott,Cure (Movie),2001-08-03,2001-07-08
2835,The Blackout,R,0,Dave Kehr,"Blackout, The (Movie)",2001-08-03,
2836,Jackpot,R,0,Elvis Mitchell,Jackpot (Movie)  ,2001-07-27,
2837,The Monkey's Mask,R,0,A. O. Scott,"Monkey's Mask, The (Movie)",2001-07-27,
2838,Wet Hot American Summer,R,0,A. O. Scott,Wet Hot American Summer (Movie)  ,2001-07-27,
2839,Bread and Tulips,PG-13,0,A. O. Scott,Bread and Tulips (Movie)  ,2001-07-27,2001-11-02
2840,Greenfingers,R,0,Dave Kehr,Greenfingers (Movie)  ,2001-07-27,
2841,Planet of the Apes,PG-13,0,Elvis Mitchell,Planet of the Apes (Movie)  ,2001-07-27,2001-07-27
2842,The River,,0,A. O. Scott,"River, The (Movie)",2001-07-27,
2843,101 Reykjavik,Not Rated,0,Elvis Mitchell,One-O-One Reykjavik (Movie)  ,2001-07-25,
2844,Hedwig and the Angry Inch,R,1,Stephen Holden,Hedwig and the Angry Itch (Movie)  ,2001-07-20,2001-08-31
2845,Ghost World,R,1,A. O. Scott,Ghost World (Movie)  ,2001-07-20,2001-09-21
2846,America's Sweethearts,PG-13,0,A. O. Scott,America's Sweethearts (Movie)  ,2001-07-20,2001-07-20
2847,Scrapple,R,0,Dave Kehr,Scrapple (Movie),2001-07-20,1998-07-31
2848,Jurassic Park III,PG-13,0,Elvis Mitchell,Jurassic Park III (Movie)  ,2001-07-18,2001-07-18
2849,Inbred Rednecks,,0,Lawrence Van Gelder,Inbred Rednecks (Movie)  ,2001-07-13,
2850,Waiting,,0,Dave Kehr,Waiting (Movie)  ,2001-07-13,
2851,Legally Blonde,PG-13,0,A. O. Scott,Legally Blonde (Movie)  ,2001-07-13,2001-07-13
2852,Bully,,0,A. O. Scott,Bully (Movie)  ,2001-07-13,
2853,The Score,R,0,A. O. Scott,"Score, The (Movie)",2001-07-13,2001-07-13
2854,Made,R,0,Elvis Mitchell,Made (Movie)  ,2001-07-13,2001-08-31
2855,Big Eden,PG-13,0,Dave Kehr,Big Eden (Movie)  ,2001-07-13,
2856,Pandaemonium,PG-13,0,Lawrence Van Gelder,Pandaemonium (Movie)  ,2001-07-13,
2857,Downtown 81,,0,Dave Kehr,Downtown 81 (Movie)  ,2001-07-13,
2858,Adanggaman,Not Rated,0,Elvis Mitchell,Adanggaman (Movie)  ,2001-07-11,
2859,Final Fantasy: the Spirits Within,PG-13,0,Elvis Mitchell,Final Fantasy: The Spirits Within (Movie)  ,2001-07-11,2001-07-11
2860,Gunki Hatameku Motoni,,0,Lawrence Van Gelder,Under the Fluttering Military Flag (Movie)  ,2001-07-06,
2861,Jump Tomorrow,PG,0,Elvis Mitchell,Jump Tomorrow (Movie)  ,2001-07-06,
2862,Kiss of the Dragon,R,0,Elvis Mitchell,Kiss of the Dragon (Movie)  ,2001-07-06,2001-07-06
2863,Rape Me,Not Rated,0,A. O. Scott,Baise-Moi (Rape Me) (Movie)  ,2001-07-06,
2864,Lost and Delirious,R,0,Elvis Mitchell,Lost and Delirious (Movie)  ,2001-07-06,
2865,The Vertical Ray of the Sun,PG-13,0,A. O. Scott,"Vertical Ray of the Sun, The (Movie)",2001-07-06,
2866,Off the Hook,PG,0,Lawrence Van Gelder,Off the Hook (Movie)  ,2001-07-06,
2867,Scary Movie 2,,0,Elvis Mitchell,Scary Movie 2 (Movie)  ,2001-07-04,2001-07-04
2868,Cats & Dogs,PG,0,A. O. Scott,Cats and Dogs (Movie)  ,2001-07-04,2001-07-04
2869,Everybody's Famous!,R,0,A. O. Scott,Everybody's Famous! (Movie),2001-07-04,
2870,The Closet,R,1,Stephen Holden,"Closet, The (Movie)",2001-06-29,2001-08-10
2871,A.I. Artificial Intelligence,PG-13,1,A. O. Scott,Ai (Movie)  ,2001-06-29,2001-06-29
2872,Pootie Tang,PG-13,0,Elvis Mitchell,Pootie Tang (Movie)  ,2001-06-29,2001-06-29
2873,Crazy/Beautiful,PG-13,0,A. O. Scott,Crazy/Beautiful (Movie)  ,2001-06-29,2001-06-29
2874,Come Undone,Not Rated,0,Stephen Holden,Come Undone (Movie)  ,2001-06-29,
2875,The Crimson Rivers,R,0,Stephen Holden,"Crimson Rivers, The (Movie)",2001-06-29,
2876,"Lemora, Lady Dracula",PG,0,Elvis Mitchell,"Lemora, Lady Dracula (Movie)  ",2001-06-29,1975-05-01
2877,Baby Boy,R,0,A. O. Scott,Baby Boy (Movie)  ,2001-06-27,2001-06-27
2878,Lumumba,,0,Elvis Mitchell,Lumumba (Movie)  ,2001-06-27,
2879,The Princess and the Warrior,R,1,Stephen Holden,"Princess and the Warrior, The (Movie)  ",2001-06-22,
2880,W.I.S.O.R.,Not Rated,0,Stephen Holden,WISOR (Movie)  ,2001-06-22,
2881,Lalee's Kin: The Legacy of Cotton,,0,A. O. Scott,Lalee's Kin: The Legacy of Cotton (Documentary Film),2001-06-22,
2882,Chain Camera,,0,Lawrence Van Gelder,Chain Camera (Documentary Film),2001-06-22,
2883,Dr. Dolittle 2,PG,0,A. O. Scott,Dr Dolittle 2 (Movie)  ,2001-06-22,2001-06-22
2884,The Fast and the Furious,PG-13,0,Elvis Mitchell,"Fast and the Furious, The (Movie)  ",2001-06-22,2001-06-22
2885,Himalaya,,0,A. O. Scott,Himalaya (Movie),2001-06-22,2001-06-22
2886,Jin-Roh: The Wolf Brigade,R,0,Elvis Mitchell,Jin-Roh: The Wolf Brigade (Animated Film),2001-06-22,
2887,Saudate do Futuro,,0,Stephen Holden,Saudade do Futuro (Movie)  ,2001-06-20,
2888,Life and Debt,,0,Stephen Holden,Life and Debt (Movie),2001-06-15,
2889,Down From the Mountain,G,0,A. O. Scott,Down From the Mountain (Documentary Film),2001-06-15,
