,byline,headline,open_date,pick_or_not,pub_date,rating,title
1388,JEANNETTE CATSOULIS,A Rare Condition Leads to a New Definition of Gender Bending,,0,2006-10-13,,Zerophilia
1389,BY A.O. SCOTT,A Girl Endures a No-Man’s Land by Dwelling in the Make-Believe,,0,2006-10-13,R,Tideland
1390,NATHAN LEE,The Adventures of a Junior James Bond,2006-10-13,0,2006-10-13,PG,Alex Rider: Operation Stormbreaker
1391,NEIL GENZLINGER,Remembering a Small but Important Contribution to the Greatest Generation,,0,2006-10-13,,The Ritchie Boys
1392,BY A.O. SCOTT,Joke the Vote: A Comedian for President,2006-10-13,0,2006-10-13,PG-13,Man of the Year
1393,STEPHEN HOLDEN,Young Christian Is Thrown Into an Old Actress’s Den,2006-10-13,0,2006-10-13,PG-13,Driving Lessons
1394,LAURA KERN,"Stuck in Suburban New Jersey, Searching for the Meaning of Life",,0,2006-10-13,R,Nearing Grace
1395,JEANNETTE CATSOULIS,"A Life of Exile, Identity and Arab-Israeli Politics",,1,2006-10-11,,Out of Place: Memories of Edward Said
1396,JEANNETTE CATSOULIS,A Family's Struggle Against Fate,,0,2006-10-11,,So Much So Fast
1397,LAURA KERN,A Deranged Doctor in a Psychedelic Laboratory,,0,2006-10-11,,Frankensteins Bloody Nightmare
1398,MANOHLA DARGIS,"Scorsese’s Hall of Mirrors, Littered With Bloody Deceit",2006-10-06,1,2006-10-06,R,The Departed
1399,LAURA KERN,Opposites Threaten to Attract,,0,2006-10-06,,1/3
1400,NATHAN LEE,"A Scientist, a Saxophonist and the Mating Rituals of Frogs",,0,2006-10-06,R,Kettle of Fish
1401,STEPHEN HOLDEN,"The Global Coffee Trade, a Bitter Brew for the Poor",,0,2006-10-06,Not Rated,Black Gold
1402,JEANNETTE CATSOULIS,The Colorful History of the Hot Rod ,,0,2006-10-06,,Tales of the Rat Fink
1403,JEANNETTE CATSOULIS,Minimum-Wage Slackers in Love,2006-10-06,0,2006-10-06,PG-13,Employee of the Month
1404,ANITA GATES,"Landing in Reno, Where Strange Is the Flavor of the Day",,0,2006-10-06,R,El Cortez
1405,NATHAN LEE,The Saga of Leatherface and His Signature Power Tool,2006-10-06,0,2006-10-06,Not Rated,The Texas Chainsaw Massacre: The Beginning
1406,BY A.O. SCOTT,Checking In on Britain’s Children of 1964,,0,2006-10-05,Not Rated,49 Up
1407,MANOHLA DARGIS,Naughty and Nice in a Carnal Carnival,2006-10-20,1,2006-10-04,Not Rated,Shortbus
1408,JEANNETTE CATSOULIS,"A Look Back at 2004, When Ohio Was Up for Grabs",,1,2006-10-04,Not Rated,...So Goes the Nation
1409,NATHAN LEE,"A Dark Tale of White Mice, Sylvan Creatures and a Stolen Goddess",2006-10-04,0,2006-10-04,,"Blood, Tea and Red String"
1410,STEPHEN HOLDEN,The Artist as Empath and Public Intellectual,,0,2006-10-04,,Wrestling with Angels
1411,A. O. SCOTT,The Old Neighborhood Never Looked So Grim,2006-10-13,1,2006-09-29,R,A Guide to Recognizing Your Saints
1412,MANOHLA DARGIS,"However Heavy It Gets, Wear a Crown Lightly",2006-11-17,1,2006-09-29,PG-13,The Queen
1413,A. O. SCOTT,"Playground Rules: No Hitting, No Sex",2007-02-09,1,2006-09-29,R,Little Children
1414,STEPHEN HOLDEN,Three Tales Revolving Around a Real Life,,0,2006-09-29,,Be With Me
1415,NATHAN LEE,"In an Epic of Nonverbal Desire, It Is the Details That Matter",2006-09-29,0,2006-09-29,PG-13,Broken Sky
1416,LAURA KERN,An Oddball Army in a Cartoon Wilderness,2006-09-29,0,2006-09-29,PG,Open Season
1417,MANOHLA DARGIS,Sad Sacks Seek Instruction in the Ways of Courtship,2006-09-29,0,2006-09-29,PG-13,School for Scoundrels
1418,NATHAN LEE,Celebrating the Triumphant Return of the Pixies,,0,2006-09-29,,LoudQUIETloud: A Film about the Pixies
1419,NEIL GENZLINGER,On Stage and Off With Three Veterans of the Comedy Scene,2006-10-10,0,2006-09-29,,The Latin Legends of Comedy
1420,BY A.O. SCOTT,"Costner Is Back in the Water, and He’s Stoically Swimming to Save Everybody",2006-09-29,0,2006-09-29,PG-13,The Guardian
1421,MANOHLA DARGIS,"An Innocent Abroad, Seduced by a Madman",2007-01-19,0,2006-09-27,R,The Last King of Scotland
1422,BY A.O. SCOTT,"A Parisian Love Story in Forward, and Sideways, Motion",2006-09-29,1,2006-09-22,R,The Science of Sleep
1423,NATHAN LEE,The Joy of Self-Inflicted Trauma,2006-09-22,1,2006-09-22,R,Jackass: Number Two
1424,STEPHEN HOLDEN,Children’s Boot Camp for the Culture Wars,,1,2006-09-22,PG-13,Jesus Camp
1425,JEANNETTE CATSOULIS,Anger and Irregularities at the Voting Booth,,1,2006-09-22,,American Blackout
1426,JEANNETTE CATSOULIS,The Minutia of Anime vs. the Lure of Love,,0,2006-09-22,,Train Man: Densha Otoko
1427,STEPHEN HOLDEN,"Even in a Place Like Paris, It’s Not Good to Live Forever",,0,2006-09-22,R,Renaissance
1428,BY A.O. SCOTT,Southern Fried Demagogue and His Lurid Downfall,2006-09-22,0,2006-09-22,PG-13,All The King's Men
1429,NEIL GENZLINGER,An Inside Look at a Band on the Rise,,0,2006-09-22,PG,Los Lonely Boys: Cottonfields and Crossroads
1430,LAURA KERN,"A Boxer's Rise and Fall, With the Usual Stops in Between",2006-04-28,0,2006-09-22,R,They're Just My Friends
1431,NATHAN LEE,Volunteers in Unfriendly Skies,2006-09-22,0,2006-09-22,PG-13,Flyboys
1432,NATHAN LEE,"Exile, Rehabilitation and Redemption for a Chinese Freedom Fighter",2006-09-22,0,2006-09-22,PG-13,Jet Li's Fearless
1433,STEPHEN HOLDEN,A Monument Crumbling With All Its Dark Secrets,,0,2006-09-22,,The Decay of Fiction
1434,NATHAN LEE,Floating Above the Slums of Manila on a Current of Love,,0,2006-09-22,,The Blossoming of Maximo Oliveros
1435,STEPHEN HOLDEN,It Was Loud. It Was Fast. But What Did It Mean?,,0,2006-09-21,R,American Hardcore
1436,MANOHLA DARGIS,A Journey Through Forests and a Sense of Regret,,1,2006-09-20,Not Rated,Old Joy
1437,A. O. SCOTT,A Bedroom Farce With Mortality Hiding in the Closet,,0,2006-09-20,Not Rated,Solo Con Tu Pareja
1438,JEANNETTE CATSOULIS,Complex Side Effects of Poverty,,0,2006-09-20,,Home
1439,NEIL GENZLINGER,"Bad-News Bears? No, Slow-Pitch Sloths",,0,2006-09-16,R,Artie Lange's Beer League
1440,NATHAN LEE,A Vacation Video From a Forbidden Land,2006-09-01,0,2006-09-15,,Vajra Sky Over Tibet
1441,STEPHEN HOLDEN,The Broken Souls of Men Turned Into War Machines,,0,2006-09-15,R,The Ground Truth
1442,STEPHEN HOLDEN,Mary Poppins’s Dotty Doppelgänger,2006-10-06,0,2006-09-15,R,Keeping Mum
1443,A. O. SCOTT,Lennon as Superior to Nixon,,0,2006-09-15,PG-13,The U.S. vs. John Lennon
1444,A. O. SCOTT,"Your Girlfriend Is Pregnant, You’re Wandering Astray, and Worse, 30 Is Near",2006-09-15,0,2006-09-15,R,The Last Kiss
1445,JEANNETTE CATSOULIS,A Good Deed for the Sultan of Swat,2006-09-15,0,2006-09-15,G,Everyone's Hero
1446,NATHAN LEE,Plots and Personalities Collide on a Tropical Island,,0,2006-09-15,R,Haven
1447,JEANNETTE CATSOULIS,Seeking Rehabilitation in the End Zone,2006-09-15,0,2006-09-15,PG-13,Gridiron Gang
1448,MANOHLA DARGIS,"In a Noir Los Angeles, Murder Most Lurid",2006-09-15,0,2006-09-15,R,The Black Dahlia
1449,STEPHEN HOLDEN,When the Marital Becomes the Martial,,0,2006-09-15,R,Confetti
1450,JEANNETTE CATSOULIS,Family Drama at a Father's Final Curtain Call ,2006-12-19,0,2006-09-15,PG-13,Checking Out
1451,NATHAN LEE,The Cure for a Cold Heart,,0,2006-09-15,R,Aurora Borealis
1452,A. O. SCOTT,"Comedian Turned Activist, With His Own Campaign",,0,2006-09-13,,Al Franken: God Spoke
1453,NATHAN LEE,What’s the 411 on Those Witch Guys?,2006-09-08,0,2006-09-09,PG-13,The Covenant
1454,JEANNETTE CATSOULIS,Deep Pockets in Iraq,,1,2006-09-08,,Iraq for Sale: The War Profiteers
1455,STEPHEN HOLDEN,"Sisyphus, Making It Work on the Streets of New York",,1,2006-09-08,,Man Push Cart
1456,A. O. SCOTT,Struggling Rock Band With Megawatt Manager,,0,2006-09-08,R,I Trust You to Kill Me
1457,BY A. O .SCOTT,"Mother Needing Her Child, Trying Not to Need Heroin",,0,2006-09-08,Not Rated,Sherrybaby
1458,STEPHEN HOLDEN,"Road Trip With Family, Latin Version",,0,2006-09-08,Not Rated,Rolling Family
1459,NATHAN LEE,Going Down Under to Save a Sacred Baby Elephant,2006-09-08,0,2006-09-08,R,The Protector
1460,MANOHLA DARGIS,"A Cop Confronts Some Hard Cases, Including His Own Boss",,0,2006-09-08,Not Rated,The Young Lieutenant
1461,MANOHLA DARGIS,The Quiet Desperation of Superman,2006-09-08,0,2006-09-08,R,Hollywoodland
1462,STEPHEN HOLDEN,"Cultural and Generational Clashes, Played Out for Laughs in the Suburbs",2006-09-08,0,2006-09-08,R,Red Doors
1463,STEPHEN HOLDEN,"The Gentle Life of a Priest, Made Famous in Death",,0,2006-09-06,,Saint of 9/11
1464,A. O. SCOTT,"In Search of a Better Life, and a Place to Be Accepted",,0,2006-09-06,,Paper Dolls
1465,JEANNETTE CATSOULIS,"When Cantors Were Stars, Just Like the Ballplayers",,0,2006-09-06,,A Cantor's Tale
1466,A. O. SCOTT,Learning All About the Girls and the Bees,2006-09-01,0,2006-09-02,PG-13,The Wicker Man
1467,NATHAN LEE,"Gore, Gimmicks and a Hero With a Literal Rage to Live",2006-09-01,0,2006-09-02,R,Crank
1468,STEPHEN HOLDEN,"A Portrait of the Artist as a Visionary, a Voyeur and a Brand-Name Star",2006-09-20,1,2006-09-01,,Andy Warhol: A Documentary Film
1469,A. O. SCOTT,"Some Material May Be Inappropriate or Mystifying, and the Rating May Be as Well",,1,2006-09-01,Not Rated,This Film is Not Yet Rated
1470,MANOHLA DARGIS,When ‘In Search Of’ Is Not a Phrase in the Ads,,1,2006-09-01,Not Rated,Mutual Appreciation
1471,JEANNETTE CATSOULIS,The Noblest Collie of All Bounds Anew in the Glen,2006-09-01,1,2006-09-01,PG,Lassie
1472,NATHAN LEE,"Searching China, Heart on Sleeve",,0,2006-09-01,PG,Riding Alone for Thousands of Miles
1473,LAURA KERN,Letting Go Is the Hard Part,,0,2006-09-01,R,Looking For Kitty
1474,NATHAN LEE,"On the Detroit Streets, Friends Strive for More Than Baskets",2006-09-01,0,2006-09-01,PG-13,Crossover
1475,MANOHLA DARGIS,The Organic Snack That Builds Character,2006-08-25,0,2006-08-25,PG,How to Eat Fried Worms
1476,NATHAN LEE,The Faces of Radical Islamic Martyrdom,,0,2006-08-25,,Suicide Killers
1477,MANOHLA DARGIS,"The Best of Friends, Until the Bloody End",,0,2006-08-25,R,The Quiet
1478,JEANNETTE CATSOULIS,A Tale of Wedding Plans and Mothers Who Disrupt Them,,0,2006-08-25,R,Queens
1479,JEANNETTE CATSOULIS,An Unlikely Rookie With a Gridiron Dream,2006-08-25,0,2006-08-25,PG,Invincible
1480,MANOHLA DARGIS,"Trust Me, Baby, the Joint Is Jumping and Singing",2006-08-25,0,2006-08-25,R,Idlewild
1481,STEPHEN HOLDEN,Adam and Eve in Search of a Million-Dollar Payday,,0,2006-08-25,,Surviving Eden
1482,JEANNETTE CATSOULIS,Guzzling Brew to Protect the Family Name,2006-08-25,0,2006-08-25,R,Beerfest
1483,NATHAN LEE,"Logging On for Love, Tuning Out the Realities",,0,2006-08-23,,LOL
1484,NATHAN LEE,Working Girls With Dreams Beyond the Corner,,0,2006-08-23,,Princesas
1485,MANOHLA DARGIS,Escaping the Violence but Finding New Danger,,0,2006-08-23,,Fratricide
1486,MANOHLA DARGIS,‘Snakes on a Plane’: That’s No Seat Belt Around Your Waist,2006-08-18,0,2006-08-19,R,Snakes on a Plane
1487,MANOHLA DARGIS,"In ‘Material Girls,’ Those Daffy Duff Sisters Play Rich, Daffy ... Sisters",2006-08-18,0,2006-08-19,PG,Material Girls
1488,STEPHEN HOLDEN,'The Illusionist': How Does a Man of Mystery Survive? It’s Magic,2006-09-01,1,2006-08-18,PG-13,The Illusionist
1489,MANOHLA DARGIS,"On the Barstool Again, With One for His Muse, in ‘Factotum’",,1,2006-08-18,R,Factotum
1490,STEPHEN HOLDEN,‘10th and Wolf’: Welcome Home From the War. Now Here’s an Offer You Can’t Refuse.,,0,2006-08-18,R,10th and Wolf
1491,MANOHLA DARGIS,"‘Trust the Man’:  Two Couples Talk, Talk, Talk",2006-09-01,0,2006-08-18,R,Trust the Man
1492,NATHAN LEE,"Gangsters, Suckers and Murderous Megalomaniacs Populate 'The Pusher Trilogy'",,0,2006-08-18,Not Rated,Pusher III: I'm the Angel of Death
1493,JEANNETTE CATSOULIS,'Poster Boy' Sets a New Agenda for a Conservative Senator,,0,2006-08-18,R,Poster Boy
1494,JEANNETTE CATSOULIS,Children on the Run Are Bound by Blood in 'Moonlight',,0,2006-08-18,,Moonlight
1495,MANOHLA DARGIS,'King Leopold’s Ghost' Recounts Tales of Unimaginable Terror,,0,2006-08-18,PG-13,King Leopold's Ghost
1496,NATHAN LEE,Adventures in Alternative Education in 'Accepted',2006-08-18,0,2006-08-18,PG-13,Accepted
1497,NATHAN LEE,"Irish Independence in the 60’s, With Affection and Sarcasm, in ‘Rocky Road to Dublin’",,0,2006-08-17,,Rocky Road to Dublin
1498,JEANNETTE CATSOULIS,Gifted Kids Band Together to Save Earth in 'Zoom',2006-08-11,0,2006-08-12,PG,Zoom
1499,NATHAN LEE,"In Creep-Out Film 'Pulse,' Teenagers Face Evil Screen Savers",2006-08-11,0,2006-08-12,PG-13,Pulse
1500,NEIL GENZLINGER,"‘Kabhi Alvida Naa Kehna,’ a Bollywood Divorce Tale",,0,2006-08-12,R,Kabhi Alvida Naa Kehna
1501,A. O. SCOTT,"‘House of Sand’: A Mother, Her Daughter, and Brazil’s Bleak Yet Lovely Land",,1,2006-08-11,R,The House of Sand
1502,MANOHLA DARGIS,"In ‘Half Nelson,’ a Student Knows a Teacher’s Secret",2006-09-22,1,2006-08-11,R,Half Nelson
1503,JEANNETTE CATSOULIS,Hip-Hop and Ballet Cross Paths in 'Step Up' ,2006-08-11,0,2006-08-11,PG-13,Step Up
1504,JEANNETTE CATSOULIS,Scenes of Loneliness and Disconnect in 'Hamilton',,0,2006-08-11,,Hamilton
1505,A. O. SCOTT,Contemplating a Fling Across a Divide in 'Conversations With Other Women',,0,2006-08-11,R,Conversations With Other Women
1506,MANOHLA DARGIS,Searching for a Spiritual Shangri La in 'The Celestine Prophecy',,0,2006-08-11,PG,The Celestine Prophecy
1507,MANOHLA DARGIS,Violent Cretins Play a Game of Cat-and-Mouse in 'Calvaire' ,,0,2006-08-11,Not Rated,The Ordeal
1508,NATHAN LEE,'The Beales of Grey Gardens' Profiles Eccentrics in East Hampton,,0,2006-08-11,Not Rated,The Beales of Grey Gardens
1509,A. O. SCOTT,Pinned Under the Weight of Skyscrapers and History in 'World Trade Center',2006-08-09,1,2006-08-09,PG-13,World Trade Center
1510,STEPHEN HOLDEN,"A Man at 30, When Fuddy Meets Duddy, in 'The Trouble With Men and Women'",,0,2006-08-09,,The Trouble With Men and Women
1511,STEPHEN HOLDEN,"Breaking All the Rules, 21st-Century Style, in ‘Satellite’",,0,2006-08-09,,Satellite
1512,MANOHLA DARGIS,"In 'Lunacy,' a Degenerate Journey, and Many Moving Parts",,0,2006-08-09,,Lunacy
1513,STEPHEN HOLDEN,‘Quinceañera’: Turning Sweet 15 in Los Angeles’s Immigrant Stew,,1,2006-08-04,R,Quinceanera
1514,MANOHLA DARGIS,"‘The Descent’: Six Women, a Dark Cave and Some Very Scary Monsters",2006-08-04,1,2006-08-04,,The Descent
1515,MANOHLA DARGIS,"In Claude Chabrol’s Film ‘The Bridesmaid,’ a Mama’s Boy Meets a Femme Fatale",,1,2006-08-04,,The Bridesmaid
1516,A. O. SCOTT,"‘Talladega Nights’: The Men Are Rowdy, the Cars Are Fast and the Product Placement Is Extreme",2006-08-04,0,2006-08-04,PG-13,Talladega Nights: The Ballad of Ricky Bobby
1517,NATHAN LEE,A Gay Detective Goes Undercover in 'Shock to the System',,0,2006-08-04,R,Shock to the System
1518,A. O. SCOTT,‘The Puffy Chair’ Tells the Story of a Trip to Atlanta (and to Adulthood),,0,2006-08-04,R,The Puffy Chair
1519,A. O. SCOTT,"A Long-Distance Friendship, and Then It Gets Strange, in 'The Night Listener'",2006-08-04,0,2006-08-04,R,The Night Listener
1520,LAURA KERN,'Jailbait': As Time Goes By,,0,2006-08-04,R,Jailbait
1521,JEANNETTE CATSOULIS,"Iraq Under a Microscope in 'My Country, My Country'",2006-08-04,0,2006-08-04,,"My Country, My Country"
1522,STEPHEN HOLDEN,‘Boynton Beach Club’ Has Crazy Mixed-Up Teenagers in Their 60’s,2006-08-25,0,2006-08-04,R,The Boynton Beach Club
1523,MANOHLA DARGIS,Party Animals Take Over in 'Barnyard',2006-08-04,0,2006-08-04,PG,Barnyard: The Original Party Animals
1524,NATHAN LEE,"‘Vacationland’ Depicts a Gay Man’s Path to College, With Lots of Excess",,0,2006-08-02,,Vacationland
1525,A. O. SCOTT,"‘Miami Vice’: Operatic Passions, Yet Cool in the Heat",2006-07-28,1,2006-07-28,R,Miami Vice
1526,MANOHLA DARGIS,"‘Scoop’:  Shades of Nick and Nora, With Woody Allen’s Shtick",2006-07-28,1,2006-07-28,PG-13,Scoop
1527,STEPHEN HOLDEN,"In '13 Tzameti,' the Sadistic Blood Lust of an Attempt to Get Rich Quick",,0,2006-07-28,Not Rated,13 (Tzameti)
1528,NATHAN LEE,'By the People' Explores the Brute Facts of Election Day,2006-10-03,0,2006-07-28,,By The People
1529,JEANNETTE CATSOULIS,'John Tucker Must Die' Declares a Trio of Teenage Girlfriends,2006-07-28,0,2006-07-28,PG-13,John Tucker Must Die
1530,MANOHLA DARGIS,‘I Like Killing Flies’: A Side of Salty Language for a Soup-to-Nuts Menu,,0,2006-07-28,R,I Like Killing Flies
1531,STEPHEN HOLDEN,"‘Brothers of the Head’: Inseparable Rock Princes, as Real as an Air Guitar",,0,2006-07-28,Not Rated,Brothers of the Head
1532,A. O. SCOTT,"‘The Ant Bully,’ in Which the Bugs Sound Like Movie Stars",2006-07-28,0,2006-07-28,PG,The Ant Bully
1533,NATHAN LEE,Skewering the Status Quo in 'Another Gay Movie',,0,2006-07-28,Not Rated,Another Gay Movie
1534,NATHAN LEE,'America: Freedom to Fascism' Makes a Mess of the Mess We Are In,,0,2006-07-28,,America: Freedom to Fascism
1535,MANOHLA DARGIS,"'Little Miss Sunshine': You’re Either on the Family Bus, or You’re Off",2006-08-18,1,2006-07-26,R,Little Miss Sunshine
1536,STEPHEN HOLDEN,"‘The Photographer, His Wife, Her Lover’ Explores a Marriage and the Art Market",2006-07-28,0,2006-07-26,Not Rated,"The Photographer, His Wife, Her Lover"
1537,JEANNETTE CATSOULIS,"In ‘Darshan: The Embrace,’ a Portrait of India’s ‘Hugging Saint’",,0,2006-07-26,,Darshan: The Embrace
1538,A. O. SCOTT,"In ‘Monster House,’ It’s Home Creepy Home",2006-07-21,1,2006-07-21,PG,Monster House
1539,MANOHLA DARGIS,Finding Magic Somewhere Under the Pool in 'Lady in the Water',2006-07-21,0,2006-07-21,PG-13,Lady in the Water
1540,JEANNETTE CATSOULIS,Alternatives to the Multiplex in 'The World According to Shorts',,0,2006-07-21,,The World According to Shorts
1541,STEPHEN HOLDEN,Dancing the Years Away in 'Been Rich All My Life',,0,2006-07-21,,Been Rich All My Life
1542,MANOHLA DARGIS,"In ‘My Super Ex-Girlfriend,’ Luke Wilson Is Just Not That Into Uma Thurman",2006-07-21,0,2006-07-21,PG-13,My Super Ex-Girlfriend
1543,A. O. SCOTT,"‘Clerks II’: Aimless and Aging in Slacker Paradise, N.J.",2006-07-21,0,2006-07-21,R,Clerks II
1544,NATHAN LEE,'Boys Briefs 4': Six Films About Male Prostitutes,0000-00-00,0,2006-07-21,,Boys Briefs 4
1545,STEPHEN HOLDEN,"In ‘Shadowboxer,’ Murder Runs in the Family (and It’s a Turn-On in a Lover)",,0,2006-07-21,R,Shadowboxer
1546,MANOHLA DARGIS,"‘Azumi’ Offers Sharp Sword, Short Skirt and Blood",,0,2006-07-21,,Azumi
1547,NATHAN LEE,‘Mad Cowgirl’ Features a Kung-Fu Killer on a Mission or a Woman Who Might Just Be Crazy,,0,2006-07-19,,Mad Cowgirl
1548,A. O. SCOTT,"‘Overlord': In Wartime, a Brave Diffidence",,1,2006-07-14,Not Rated,Overlord
1549,NATHAN LEE,The Search for Satisfaction in 'The Oh in Ohio',,1,2006-07-14,Not Rated,The Oh in Ohio
1550,MANOHLA DARGIS,"In ‘Gabrielle,' It’s Getting Brutal for a Couple at Belle Époque’s Close ",,1,2006-07-14,,Gabrielle
1551,STEPHEN HOLDEN,"In ‘Changing Times,’ a Decades-Long Love, Reunited but Unrequited",,1,2006-07-14,,Changing Times
1552,NATHAN LEE,Enlightenment Through Athletics in 'Peaceful Warrior',2006-06-23,0,2006-07-14,PG-13,Peaceful Warrior
1553,A. O. SCOTT,"‘Time to Leave’ Shows Loneliness, Generosity and Selfishness at the End of Life",,0,2006-07-14,Not Rated,Time To Leave
1554,MANOHLA DARGIS,A Teenager Goes From Naughty to Worse in 'Mini’s First Time',,0,2006-07-14,R,Mini's First Time
1555,NATHAN LEE,"In 'Little Man,' a Jewel Thief Dons Diapers to Recover Lost Loot",2006-07-14,0,2006-07-14,PG-13,Little Man
1556,STEPHEN HOLDEN,"‘The Groomsmen’:  Growing Up Is Hard to Do, Especially When You’re 35",,0,2006-07-14,R,The Groomsmen
1557,MANOHLA DARGIS,"In '71 Fragments of a Chronology of Chance,' the Random, the Violent and the Complicit Bourgeois",1995-10-26,0,2006-07-14,,71 Fragments of a Chronology of Chance
1558,STEPHEN HOLDEN,"In ‘Edmond,’ William H. Macy Is Desperate and Frustrated, and He Won’t Take It Anymore",,0,2006-07-14,R,Edmond
1559,MANOHLA DARGIS,"‘You, Me and Dupree’: Guess Who’s Coming to Dinner (and Staying)?",2006-07-14,0,2006-07-14,PG-13,"You, Me and Dupree"
1560,NEIL GENZLINGER,Child Stars and a Pushy Dad in 'Two Sons of Francisco',,0,2006-07-13,,Two Sons of Francisco
1561,JEANNETTE CATSOULIS,‘The Color of Olives’: A Wall Runs Through It,,1,2006-07-12,,The Color of Olives
1562,A. O. SCOTT,"‘Excellent Cadavers,’ an Italian Documentary, Dissects the Mafia",,1,2006-07-12,,Excellent Cadavers
1563,STEPHEN HOLDEN,Laurent Cantet's 'Heading South' Shows the Ache of Blinding Lust in a Sexual Paradise Lost,,1,2006-07-07,Not Rated,Heading South
1564,JEANNETTE CATSOULIS,'Once in a Lifetime' Tells the Story of a Legendary Soccer Squad,2006-07-07,1,2006-07-07,PG-13,Once in a Lifetime: The Extraordinary Story of the New York Cosmos
1565,MANOHLA DARGIS,"'A Scanner Darkly': Keanu Reeves, Undercover and Flying High on a Paranoid Head Trip",2006-07-28,0,2006-07-07,R,A Scanner Darkly
1566,A. O. SCOTT,"'Pirates of the Caribbean': Eat My Jetsam, Davy Jones",2006-07-07,0,2006-07-07,PG-13,Pirates of the Caribbean: Dead Man's Chest
1567,MANOHLA DARGIS,"'Kill Your Idols' Presents Musicians From an Era When Downtown Meant Spit and Energy, Not Condos",,0,2006-07-07,,Kill Your Idols
1568,NATHAN LEE,An Alienated Soul Wanders a European Wasteland in 'Guernsey',,0,2006-07-07,,Guernsey
